logger,date,temp,Temp.Out,Out.Hum,Wind.Speed,Heat.Index,Rain,Solar.Rad.,Area,Humidity.sensor,Floor,Floor.on.top,Roof.structure,Wall.material,Fan,Evaporative.cooler,Flowing.ventilation,LCZ
X10692995,20/09/16,34.8,35.9,87,0.4,41.9,0,607,Lodhi Colony,yes,2,no,concrete,bricks,1,yes,1,6
X10692998,20/09/16,,35.9,87,0.4,41.9,0,607,Patparganj slum,yes,0,yes,floor on top,bricks,1,yes,1,2
X10693000,20/09/16,,35.9,87,0.4,41.9,0,607,Laxmi Nagar,yes,3,no,concrete,bricks,1,yes,1,2
X10706777,20/09/16,,35.9,87,0.4,41.9,0,607,Railway Colony,no,1,no,concrete,bricks,1,no,0,2
X10706780,20/09/16,36.2,35.9,87,0.4,41.9,0,607,Laxmi Nagar,no,4,no,tin sheet,bricks,1,no,0,2
X10706789,20/09/16,32.7,35.9,87,0.4,41.9,0,607,Sarai Kale Khan,no,2,yes,floor on top,bricks,1,yes,1,3
X10706790,20/09/16,,35.9,87,0.4,41.9,0,607,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706791,20/09/16,31.8,35.9,87,0.4,41.9,0,607,Railway Colony,no,0,yes,floor on top,bricks,1,no,0.5,2
X10706792,20/09/16,32.6,35.9,87,0.4,41.9,0,607,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706796,20/09/16,,35.9,87,0.4,41.9,0,607,Laxmi Nagar,no,3,no,concrete,bricks,1,no,1,2
X10706797,20/09/16,,35.9,87,0.4,41.9,0,607,Patparganj slum,no,0,no,tin sheet ,bricks,1,no,0.5,2
X10706799,20/09/16,,35.9,87,0.4,41.9,0,607,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,no,0.5,3
X10706800,20/09/16,35.7,35.9,87,0.4,41.9,0,607,Laxmi Nagar,no,2,yes,floor on top,bricks,1,no,1,2
X10706802,20/09/16,32.8,35.9,87,0.4,41.9,0,607,Railway Colony,no,3,yes,floor on top,bricks,1,no,0,2
X10706806,20/09/16,33.8,35.9,87,0.4,41.9,0,607,Laxmi Nagar,no,4,no,concrete,bricks,1,yes,0.5,2
X10706809,20/09/16,,35.9,87,0.4,41.9,0,607,Lodhi Colony,no,2,no,tin sheet,cement ,1,yes,0,6
X10706810,20/09/16,33.6,35.9,87,0.4,41.9,0,607,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706811,20/09/16,,35.9,87,0.4,41.9,0,607,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706812,20/09/16,35.6,35.9,87,0.4,41.9,0,607,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706813,20/09/16,34.3,35.9,87,0.4,41.9,0,607,Lodhi Colony,no,2,no,concrete,bricks,1,no,0,6
X10706814,20/09/16,,35.9,87,0.4,41.9,0,607,Sarai Kale Khan,no,1,no,tin sheet,bricks ,1,yes,0.5,3
X10706815,20/09/16,32.9,35.9,87,0.4,41.9,0,607,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706816,20/09/16,,35.9,87,0.4,41.9,0,607,Patparganj slum,no,0,no,tin sheet,bricks,1,no,0.5,2
X10706817,20/09/16,33.2,35.9,87,0.4,41.9,0,607,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706827,20/09/16,32.3,35.9,87,0.4,41.9,0,607,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706833,20/09/16,32.7,35.9,87,0.4,41.9,0,607,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706834,20/09/16,35.8,35.9,87,0.4,41.9,0,607,Laxmi Nagar,no,4,no,concrete,bricks,0,no,0.5,2
X10706842,20/09/16,31.9,35.9,87,0.4,41.9,0,607,Kasturbha Nagar,no,0,yes,floor on top,bricks,1,yes,1,5
X10706851,20/09/16,37.4,35.9,87,0.4,41.9,0,607,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,yes,0,3
X10706857,20/09/16,32.1,35.9,87,0.4,41.9,0,607,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706860,20/09/16,38.3,35.9,87,0.4,41.9,0,607,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706861,20/09/16,34.3,35.9,87,0.4,41.9,0,607,Lodhi Colony,no,2,no,concrete,bricks,0,yes,1,6
X10706867,20/09/16,33.1,35.9,87,0.4,41.9,0,607,Laxmi Nagar,no,0,yes,floor on top,bricks,1,yes,0,2
X10706868,20/09/16,32.1,35.9,87,0.4,41.9,0,607,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706869,20/09/16,,35.9,87,0.4,41.9,0,607,Patparganj slum,no,0,no,tin sheet,bricks,1,yes,1,2
X10706877,20/09/16,32.4,35.9,87,0.4,41.9,0,607,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706886,20/09/16,,35.9,87,0.4,41.9,0,607,Sarai Kale Khan,no,4,no,stone slab ,bricks,0,no,1,3
X10706887,20/09/16,,35.9,87,0.4,41.9,0,607,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706888,20/09/16,38.5,35.9,87,0.4,41.9,0,607,Railway Colony,no,3,no,concrete,bricks,1,no,1,2
X10706891,20/09/16,40.1,35.9,87,0.4,41.9,0,607,Sarai Kale Khan,no,2,no,tin sheet,bricks,1,yes,0,3
X10706892,20/09/16,32.9,35.9,87,0.4,41.9,0,607,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706893,20/09/16,35.9,35.9,87,0.4,41.9,0,607,Railway Colony,no,1,no,stone slab ,bricks,1,no,1,2
X10706895,20/09/16,43,35.9,87,0.4,41.9,0,607,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706896,20/09/16,,35.9,87,0.4,41.9,0,607,Sarai Kale Khan,no,4,no,stone slab ,bricks,1,yes,1,3
X10706897,20/09/16,35,35.9,87,0.4,41.9,0,607,Patparganj slum,no,0,no,concrete,bricks,1,no,0,2
X10706898,20/09/16,,35.9,87,0.4,41.9,0,607,Laxmi Nagar,no,4,no,stone slab ,bricks,1,no,0.5,2
X10706899,20/09/16,35.4,35.9,87,0.4,41.9,0,607,Patparganj slum,no,0,no,stone slab ,bricks,0,no,1,2
X10706903,20/09/16,38.6,35.9,87,0.4,41.9,0,607,Patparganj slum,no,1,no,tin sheet,bricks,1,no,1,2
X10706905,20/09/16,31.7,35.9,87,0.4,41.9,0,607,Lodhi Colony,no,0,yes,floor on top,bricks,0,yes,1,6
X10706907,20/09/16,37.7,35.9,87,0.4,41.9,0,607,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706914,20/09/16,,35.9,87,0.4,41.9,0,607,Lodhi Colony,no,3,no,tin sheet ,bricks,0,yes,0.5,6
X10706926,20/09/16,32,35.9,87,0.4,41.9,0,607,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706955,20/09/16,37.2,35.9,87,0.4,41.9,0,607,Lodhi Colony,no,2,no,tin sheet,bricks,0,no,0,6
X10692989,21/09/16,,36,85,0.4,44,0,594,Railway Colony,yes,4,no,concrete,bricks,1,yes,1,2
X10692990,21/09/16,33.5,36,85,0.4,44,0,594,Kasturbha Nagar,yes,1,no,concrete,bricks,1,yes,1,5
X10692993,21/09/16,33.2,36,85,0.4,44,0,594,Sarai Kale Khan,yes,3,yes,floor on top,bricks,1,yes,0,3
X10692995,21/09/16,34.8,36,85,0.4,44,0,594,Lodhi Colony,yes,2,no,concrete,bricks,1,yes,1,6
X10692998,21/09/16,,36,85,0.4,44,0,594,Patparganj slum,yes,0,yes,floor on top,bricks,1,yes,1,2
X10693000,21/09/16,,36,85,0.4,44,0,594,Laxmi Nagar,yes,3,no,concrete,bricks,1,yes,1,2
X10706777,21/09/16,,36,85,0.4,44,0,594,Railway Colony,no,1,no,concrete,bricks,1,no,0,2
X10706780,21/09/16,35.7,36,85,0.4,44,0,594,Laxmi Nagar,no,4,no,tin sheet,bricks,1,no,0,2
X10706789,21/09/16,33,36,85,0.4,44,0,594,Sarai Kale Khan,no,2,yes,floor on top,bricks,1,yes,1,3
X10706790,21/09/16,,36,85,0.4,44,0,594,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706791,21/09/16,31.9,36,85,0.4,44,0,594,Railway Colony,no,0,yes,floor on top,bricks,1,no,0.5,2
X10706792,21/09/16,32.9,36,85,0.4,44,0,594,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706796,21/09/16,,36,85,0.4,44,0,594,Laxmi Nagar,no,3,no,concrete,bricks,1,no,1,2
X10706797,21/09/16,,36,85,0.4,44,0,594,Patparganj slum,no,0,no,tin sheet ,bricks,1,no,0.5,2
X10706799,21/09/16,,36,85,0.4,44,0,594,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,no,0.5,3
X10706800,21/09/16,36.6,36,85,0.4,44,0,594,Laxmi Nagar,no,2,yes,floor on top,bricks,1,no,1,2
X10706802,21/09/16,33,36,85,0.4,44,0,594,Railway Colony,no,3,yes,floor on top,bricks,1,no,0,2
X10706806,21/09/16,33.3,36,85,0.4,44,0,594,Laxmi Nagar,no,4,no,concrete,bricks,1,yes,0.5,2
X10706809,21/09/16,,36,85,0.4,44,0,594,Lodhi Colony,no,2,no,tin sheet,cement ,1,yes,0,6
X10706810,21/09/16,33.6,36,85,0.4,44,0,594,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706811,21/09/16,,36,85,0.4,44,0,594,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706812,21/09/16,34.3,36,85,0.4,44,0,594,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706813,21/09/16,33.7,36,85,0.4,44,0,594,Lodhi Colony,no,2,no,concrete,bricks,1,no,0,6
X10706814,21/09/16,,36,85,0.4,44,0,594,Sarai Kale Khan,no,1,no,tin sheet,bricks ,1,yes,0.5,3
X10706815,21/09/16,33.2,36,85,0.4,44,0,594,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706816,21/09/16,,36,85,0.4,44,0,594,Patparganj slum,no,0,no,tin sheet,bricks,1,no,0.5,2
X10706817,21/09/16,33.5,36,85,0.4,44,0,594,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706827,21/09/16,32.4,36,85,0.4,44,0,594,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706833,21/09/16,33,36,85,0.4,44,0,594,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706834,21/09/16,,36,85,0.4,44,0,594,Laxmi Nagar,no,4,no,concrete,bricks,0,no,0.5,2
X10706842,21/09/16,31.8,36,85,0.4,44,0,594,Kasturbha Nagar,no,0,yes,floor on top,bricks,1,yes,1,5
X10706851,21/09/16,36.8,36,85,0.4,44,0,594,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,yes,0,3
X10706857,21/09/16,32.1,36,85,0.4,44,0,594,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706860,21/09/16,38.4,36,85,0.4,44,0,594,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706861,21/09/16,34.3,36,85,0.4,44,0,594,Lodhi Colony,no,2,no,concrete,bricks,0,yes,1,6
X10706867,21/09/16,33.1,36,85,0.4,44,0,594,Laxmi Nagar,no,0,yes,floor on top,bricks,1,yes,0,2
X10706868,21/09/16,32.2,36,85,0.4,44,0,594,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706869,21/09/16,,36,85,0.4,44,0,594,Patparganj slum,no,0,no,tin sheet,bricks,1,yes,1,2
X10706877,21/09/16,32.7,36,85,0.4,44,0,594,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706886,21/09/16,,36,85,0.4,44,0,594,Sarai Kale Khan,no,4,no,stone slab ,bricks,0,no,1,3
X10706887,21/09/16,,36,85,0.4,44,0,594,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706888,21/09/16,38.3,36,85,0.4,44,0,594,Railway Colony,no,3,no,concrete,bricks,1,no,1,2
X10706891,21/09/16,38.7,36,85,0.4,44,0,594,Sarai Kale Khan,no,2,no,tin sheet,bricks,1,yes,0,3
X10706892,21/09/16,32.5,36,85,0.4,44,0,594,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706893,21/09/16,35.7,36,85,0.4,44,0,594,Railway Colony,no,1,no,stone slab ,bricks,1,no,1,2
X10706895,21/09/16,39.9,36,85,0.4,44,0,594,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706896,21/09/16,,36,85,0.4,44,0,594,Sarai Kale Khan,no,4,no,stone slab ,bricks,1,yes,1,3
X10706897,21/09/16,34.4,36,85,0.4,44,0,594,Patparganj slum,no,0,no,concrete,bricks,1,no,0,2
X10706898,21/09/16,,36,85,0.4,44,0,594,Laxmi Nagar,no,4,no,stone slab ,bricks,1,no,0.5,2
X10706899,21/09/16,35,36,85,0.4,44,0,594,Patparganj slum,no,0,no,stone slab ,bricks,0,no,1,2
X10706903,21/09/16,38.6,36,85,0.4,44,0,594,Patparganj slum,no,1,no,tin sheet,bricks,1,no,1,2
X10706905,21/09/16,32.2,36,85,0.4,44,0,594,Lodhi Colony,no,0,yes,floor on top,bricks,0,yes,1,6
X10706907,21/09/16,37.9,36,85,0.4,44,0,594,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706914,21/09/16,,36,85,0.4,44,0,594,Lodhi Colony,no,3,no,tin sheet ,bricks,0,yes,0.5,6
X10706926,21/09/16,32.2,36,85,0.4,44,0,594,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706955,21/09/16,37,36,85,0.4,44,0,594,Lodhi Colony,no,2,no,tin sheet,bricks,0,no,0,6
X10692989,22/09/16,,30.7,91,0.9,36.4,0,560,Railway Colony,yes,4,no,concrete,bricks,1,yes,1,2
X10692990,22/09/16,31.9,30.7,91,0.9,36.4,0,560,Kasturbha Nagar,yes,1,no,concrete,bricks,1,yes,1,5
X10692993,22/09/16,31.6,30.7,91,0.9,36.4,0,560,Sarai Kale Khan,yes,3,yes,floor on top,bricks,1,yes,0,3
X10692995,22/09/16,34.4,30.7,91,0.9,36.4,0,560,Lodhi Colony,yes,2,no,concrete,bricks,1,yes,1,6
X10692998,22/09/16,,30.7,91,0.9,36.4,0,560,Patparganj slum,yes,0,yes,floor on top,bricks,1,yes,1,2
X10693000,22/09/16,,30.7,91,0.9,36.4,0,560,Laxmi Nagar,yes,3,no,concrete,bricks,1,yes,1,2
X10706777,22/09/16,,30.7,91,0.9,36.4,0,560,Railway Colony,no,1,no,concrete,bricks,1,no,0,2
X10706780,22/09/16,33.8,30.7,91,0.9,36.4,0,560,Laxmi Nagar,no,4,no,tin sheet,bricks,1,no,0,2
X10706789,22/09/16,32.1,30.7,91,0.9,36.4,0,560,Sarai Kale Khan,no,2,yes,floor on top,bricks,1,yes,1,3
X10706790,22/09/16,,30.7,91,0.9,36.4,0,560,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706791,22/09/16,31.5,30.7,91,0.9,36.4,0,560,Railway Colony,no,0,yes,floor on top,bricks,1,no,0.5,2
X10706792,22/09/16,31.3,30.7,91,0.9,36.4,0,560,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706796,22/09/16,,30.7,91,0.9,36.4,0,560,Laxmi Nagar,no,3,no,concrete,bricks,1,no,1,2
X10706797,22/09/16,,30.7,91,0.9,36.4,0,560,Patparganj slum,no,0,no,tin sheet ,bricks,1,no,0.5,2
X10706799,22/09/16,,30.7,91,0.9,36.4,0,560,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,no,0.5,3
X10706800,22/09/16,35.7,30.7,91,0.9,36.4,0,560,Laxmi Nagar,no,2,yes,floor on top,bricks,1,no,1,2
X10706802,22/09/16,32.7,30.7,91,0.9,36.4,0,560,Railway Colony,no,3,yes,floor on top,bricks,1,no,0,2
X10706806,22/09/16,34.2,30.7,91,0.9,36.4,0,560,Laxmi Nagar,no,4,no,concrete,bricks,1,yes,0.5,2
X10706809,22/09/16,,30.7,91,0.9,36.4,0,560,Lodhi Colony,no,2,no,tin sheet,cement ,1,yes,0,6
X10706810,22/09/16,33.3,30.7,91,0.9,36.4,0,560,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706811,22/09/16,,30.7,91,0.9,36.4,0,560,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706812,22/09/16,32.6,30.7,91,0.9,36.4,0,560,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706813,22/09/16,31.9,30.7,91,0.9,36.4,0,560,Lodhi Colony,no,2,no,concrete,bricks,1,no,0,6
X10706814,22/09/16,,30.7,91,0.9,36.4,0,560,Sarai Kale Khan,no,1,no,tin sheet,bricks ,1,yes,0.5,3
X10706815,22/09/16,31.6,30.7,91,0.9,36.4,0,560,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706816,22/09/16,,30.7,91,0.9,36.4,0,560,Patparganj slum,no,0,no,tin sheet,bricks,1,no,0.5,2
X10706817,22/09/16,31.6,30.7,91,0.9,36.4,0,560,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706827,22/09/16,30.9,30.7,91,0.9,36.4,0,560,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706833,22/09/16,31.4,30.7,91,0.9,36.4,0,560,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706834,22/09/16,34.6,30.7,91,0.9,36.4,0,560,Laxmi Nagar,no,4,no,concrete,bricks,0,no,0.5,2
X10706842,22/09/16,31.6,30.7,91,0.9,36.4,0,560,Kasturbha Nagar,no,0,yes,floor on top,bricks,1,yes,1,5
X10706851,22/09/16,34.4,30.7,91,0.9,36.4,0,560,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,yes,0,3
X10706857,22/09/16,30.6,30.7,91,0.9,36.4,0,560,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706860,22/09/16,36.2,30.7,91,0.9,36.4,0,560,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706861,22/09/16,32,30.7,91,0.9,36.4,0,560,Lodhi Colony,no,2,no,concrete,bricks,0,yes,1,6
X10706867,22/09/16,33.1,30.7,91,0.9,36.4,0,560,Laxmi Nagar,no,0,yes,floor on top,bricks,1,yes,0,2
X10706868,22/09/16,31,30.7,91,0.9,36.4,0,560,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706869,22/09/16,,30.7,91,0.9,36.4,0,560,Patparganj slum,no,0,no,tin sheet,bricks,1,yes,1,2
X10706877,22/09/16,31.9,30.7,91,0.9,36.4,0,560,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706886,22/09/16,,30.7,91,0.9,36.4,0,560,Sarai Kale Khan,no,4,no,stone slab ,bricks,0,no,1,3
X10706887,22/09/16,,30.7,91,0.9,36.4,0,560,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706888,22/09/16,36,30.7,91,0.9,36.4,0,560,Railway Colony,no,3,no,concrete,bricks,1,no,1,2
X10706891,22/09/16,33.7,30.7,91,0.9,36.4,0,560,Sarai Kale Khan,no,2,no,tin sheet,bricks,1,yes,0,3
X10706892,22/09/16,31.6,30.7,91,0.9,36.4,0,560,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706893,22/09/16,33.7,30.7,91,0.9,36.4,0,560,Railway Colony,no,1,no,stone slab ,bricks,1,no,1,2
X10706895,22/09/16,39,30.7,91,0.9,36.4,0,560,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706896,22/09/16,,30.7,91,0.9,36.4,0,560,Sarai Kale Khan,no,4,no,stone slab ,bricks,1,yes,1,3
X10706897,22/09/16,32.5,30.7,91,0.9,36.4,0,560,Patparganj slum,no,0,no,concrete,bricks,1,no,0,2
X10706898,22/09/16,,30.7,91,0.9,36.4,0,560,Laxmi Nagar,no,4,no,stone slab ,bricks,1,no,0.5,2
X10706899,22/09/16,33.1,30.7,91,0.9,36.4,0,560,Patparganj slum,no,0,no,stone slab ,bricks,0,no,1,2
X10706903,22/09/16,34.7,30.7,91,0.9,36.4,0,560,Patparganj slum,no,1,no,tin sheet,bricks,1,no,1,2
X10706905,22/09/16,30.3,30.7,91,0.9,36.4,0,560,Lodhi Colony,no,0,yes,floor on top,bricks,0,yes,1,6
X10706907,22/09/16,34.1,30.7,91,0.9,36.4,0,560,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706914,22/09/16,,30.7,91,0.9,36.4,0,560,Lodhi Colony,no,3,no,tin sheet ,bricks,0,yes,0.5,6
X10706926,22/09/16,30.9,30.7,91,0.9,36.4,0,560,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706955,22/09/16,33.7,30.7,91,0.9,36.4,0,560,Lodhi Colony,no,2,no,tin sheet,bricks,0,no,0,6
X10692989,23/09/16,,33.4,93,0.4,39.1,0,710,Railway Colony,yes,4,no,concrete,bricks,1,yes,1,2
X10692990,23/09/16,32.1,33.4,93,0.4,39.1,0,710,Kasturbha Nagar,yes,1,no,concrete,bricks,1,yes,1,5
X10692993,23/09/16,32.2,33.4,93,0.4,39.1,0,710,Sarai Kale Khan,yes,3,yes,floor on top,bricks,1,yes,0,3
X10692995,23/09/16,,33.4,93,0.4,39.1,0,710,Lodhi Colony,yes,2,no,concrete,bricks,1,yes,1,6
X10692998,23/09/16,,33.4,93,0.4,39.1,0,710,Patparganj slum,yes,0,yes,floor on top,bricks,1,yes,1,2
X10693000,23/09/16,,33.4,93,0.4,39.1,0,710,Laxmi Nagar,yes,3,no,concrete,bricks,1,yes,1,2
X10706777,23/09/16,,33.4,93,0.4,39.1,0,710,Railway Colony,no,1,no,concrete,bricks,1,no,0,2
X10706780,23/09/16,33.6,33.4,93,0.4,39.1,0,710,Laxmi Nagar,no,4,no,tin sheet,bricks,1,no,0,2
X10706789,23/09/16,31.2,33.4,93,0.4,39.1,0,710,Sarai Kale Khan,no,2,yes,floor on top,bricks,1,yes,1,3
X10706790,23/09/16,,33.4,93,0.4,39.1,0,710,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706791,23/09/16,31.2,33.4,93,0.4,39.1,0,710,Railway Colony,no,0,yes,floor on top,bricks,1,no,0.5,2
X10706792,23/09/16,31.9,33.4,93,0.4,39.1,0,710,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706796,23/09/16,,33.4,93,0.4,39.1,0,710,Laxmi Nagar,no,3,no,concrete,bricks,1,no,1,2
X10706797,23/09/16,,33.4,93,0.4,39.1,0,710,Patparganj slum,no,0,no,tin sheet ,bricks,1,no,0.5,2
X10706799,23/09/16,,33.4,93,0.4,39.1,0,710,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,no,0.5,3
X10706800,23/09/16,36.8,33.4,93,0.4,39.1,0,710,Laxmi Nagar,no,2,yes,floor on top,bricks,1,no,1,2
X10706802,23/09/16,31.7,33.4,93,0.4,39.1,0,710,Railway Colony,no,3,yes,floor on top,bricks,1,no,0,2
X10706806,23/09/16,34.8,33.4,93,0.4,39.1,0,710,Laxmi Nagar,no,4,no,concrete,bricks,1,yes,0.5,2
X10706809,23/09/16,,33.4,93,0.4,39.1,0,710,Lodhi Colony,no,2,no,tin sheet,cement ,1,yes,0,6
X10706810,23/09/16,32.4,33.4,93,0.4,39.1,0,710,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706811,23/09/16,,33.4,93,0.4,39.1,0,710,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706812,23/09/16,33.1,33.4,93,0.4,39.1,0,710,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706813,23/09/16,32.3,33.4,93,0.4,39.1,0,710,Lodhi Colony,no,2,no,concrete,bricks,1,no,0,6
X10706814,23/09/16,,33.4,93,0.4,39.1,0,710,Sarai Kale Khan,no,1,no,tin sheet,bricks ,1,yes,0.5,3
X10706815,23/09/16,31.8,33.4,93,0.4,39.1,0,710,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706816,23/09/16,,33.4,93,0.4,39.1,0,710,Patparganj slum,no,0,no,tin sheet,bricks,1,no,0.5,2
X10706817,23/09/16,32.2,33.4,93,0.4,39.1,0,710,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706827,23/09/16,30.9,33.4,93,0.4,39.1,0,710,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706833,23/09/16,31.4,33.4,93,0.4,39.1,0,710,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706834,23/09/16,35,33.4,93,0.4,39.1,0,710,Laxmi Nagar,no,4,no,concrete,bricks,0,no,0.5,2
X10706842,23/09/16,30.7,33.4,93,0.4,39.1,0,710,Kasturbha Nagar,no,0,yes,floor on top,bricks,1,yes,1,5
X10706851,23/09/16,36.5,33.4,93,0.4,39.1,0,710,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,yes,0,3
X10706857,23/09/16,31.2,33.4,93,0.4,39.1,0,710,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706860,23/09/16,36.2,33.4,93,0.4,39.1,0,710,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706861,23/09/16,32.6,33.4,93,0.4,39.1,0,710,Lodhi Colony,no,2,no,concrete,bricks,0,yes,1,6
X10706867,23/09/16,32.6,33.4,93,0.4,39.1,0,710,Laxmi Nagar,no,0,yes,floor on top,bricks,1,yes,0,2
X10706868,23/09/16,31.2,33.4,93,0.4,39.1,0,710,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706869,23/09/16,,33.4,93,0.4,39.1,0,710,Patparganj slum,no,0,no,tin sheet,bricks,1,yes,1,2
X10706877,23/09/16,31.8,33.4,93,0.4,39.1,0,710,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706886,23/09/16,,33.4,93,0.4,39.1,0,710,Sarai Kale Khan,no,4,no,stone slab ,bricks,0,no,1,3
X10706887,23/09/16,,33.4,93,0.4,39.1,0,710,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706888,23/09/16,37.2,33.4,93,0.4,39.1,0,710,Railway Colony,no,3,no,concrete,bricks,1,no,1,2
X10706891,23/09/16,36.4,33.4,93,0.4,39.1,0,710,Sarai Kale Khan,no,2,no,tin sheet,bricks,1,yes,0,3
X10706892,23/09/16,31.7,33.4,93,0.4,39.1,0,710,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706893,23/09/16,34.1,33.4,93,0.4,39.1,0,710,Railway Colony,no,1,no,stone slab ,bricks,1,no,1,2
X10706895,23/09/16,39.5,33.4,93,0.4,39.1,0,710,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706896,23/09/16,,33.4,93,0.4,39.1,0,710,Sarai Kale Khan,no,4,no,stone slab ,bricks,1,yes,1,3
X10706897,23/09/16,34.3,33.4,93,0.4,39.1,0,710,Patparganj slum,no,0,no,concrete,bricks,1,no,0,2
X10706898,23/09/16,,33.4,93,0.4,39.1,0,710,Laxmi Nagar,no,4,no,stone slab ,bricks,1,no,0.5,2
X10706899,23/09/16,33.4,33.4,93,0.4,39.1,0,710,Patparganj slum,no,0,no,stone slab ,bricks,0,no,1,2
